AcctNo,Loan Type,Customer Type,Age,Source Code,Total Income,Term,Balance,Net Due,Security Code,Bal after Ref,Net Due Renewed,FICO,BNI,CR Limit,Agg Net Bal,Date Opened,PI Constant,Debt Ratio,After Debt Ratio,Housing Type,Collateral Description
2230,Live Check,Former,87,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",3/16/2018,$125.32,0.00,0.00,,UNSECURED LIVE CHECK LOAN
2231,Live Check,Former,62,Live Check,$0.00,18,"$2,370.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$2,275.00",3/16/2018,$163.41,0.00,0.00,RENT HOME,UNSECURED LIVE CHECK LOAN
2232,Live Check,Present,59,Live Check,"$1,354.00",18,"$2,370.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$4,000.00","$4,828.43",3/16/2018,$163.41,0.00,0.00,OWN HOME,UNSECURED LIVE CHECK LOAN
2233,Consumer,Present,59,Branch Generated,"$1,354.00",30,"$5,274.44","$2,381.86",Personal Property,"$2,293.57","$4,675.43",683,272,"$4,000.00","$4,828.43",3/16/2018,$255.00,46.60,58.05,OWN HOME,",PP"
2234,Sales,New,27,Sales,"$7,200.00",60,"$8,311.00","$8,311.00",Personal Property,$0.00,"$8,311.00",657,310,"$6,000.00","$8,311.00",3/16/2018,$239.09,7.04,10.36,OWN MH / RENT LAND,ATV
2235,Consumer,Present,30,Branch Generated,"$3,011.67",24,"$2,360.82","$1,092.89",Personal Property,$678.76,"$1,771.65",624,287,"$3,000.00","$2,032.65",3/19/2018,$135.00,29.65,31.01,OWN HOME,",PP"
2236,Live Check,Former,39,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",3/19/2018,$125.32,0.00,0.00,,UNSECURED LIVE CHECK LOAN
2237,Consumer,Former,74,Branch Generated,"$1,429.50",9,$744.27,$250.02,Personal Property,$421.10,$671.12,606,226,"$1,500.00",$716.12,3/20/2018,$95.00,43.65,44.70,OWN HOME,",PP"
2238,Live Check,Former,41,Live Check,$0.00,18,"$2,370.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$2,275.00",3/20/2018,$163.41,0.00,0.00,RENT HOME,UNSECURED LIVE CHECK LOAN
2239,Live Check,Present,56,Live Check,$0.00,36,"$5,370.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$7,771.97",3/20/2018,$200.47,0.00,0.00,RENT HOME,UNSECURED LIVE CHECK LOAN
2240,Consumer,Former,73,Branch Generated,"$4,235.86",18,"$1,469.35","$1,326.60",Personal Property,$0.00,"$1,326.60",705,300,"$8,000.00","$1,371.60",3/20/2018,$100.00,22.07,24.43,LIVE WITH PARENTS,",PP"
2242,Consumer,New,71,Billboard,"$1,771.00",9,$566.29,$506.20,Personal Property,$0.00,$506.20,599,284,"$1,500.00",$551.20,3/21/2018,$73.00,63.30,67.42,OTHER,",PP"
2243,Sales,New,25,Sales,"$3,800.00",60,"$3,179.52","$3,179.52",Personal Property,$0.00,"$3,179.52",627,352,"$3,500.00","$3,179.52",3/22/2018,$91.46,2.68,5.09,OTHER,MOTORCYCLE
2244,Live Check,Former,44,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",3/22/2018,$125.32,0.00,0.00,RENT HOME,UNSECURED LIVE CHECK LOAN
2245,Consumer,New,59,Yellow Pages,$700.00,9,$827.79,$533.18,Personal Property,$0.00,$533.18,619,285,$500.00,$794.18,3/22/2018,$105.00,5.00,20.00,OTHER,",PP"
2246,Consumer,Present,66,Branch Generated,"$2,760.47",18,"$1,312.82",$546.63,Personal Property,$404.67,$951.30,662,219,"$3,500.00","$1,212.30",3/30/2018,$90.00,50.82,51.37,BUY HOME,",PP"
2247,Consumer,Present,60,Branch Generated,"$1,192.01",18,"$1,469.35","$1,018.36",Personal Property,$308.24,"$1,326.60",563,207,"$1,000.00","$1,371.60",3/26/2018,$100.00,15.52,23.91,RENT HOME,",PP"
2249,Consumer,Present,66,Branch Generated,"$2,368.73",24,"$2,718.52",$817.27,Personal Property,"$1,663.68","$2,480.95",618,186,"$2,000.00","$2,525.95",3/23/2018,$155.00,65.69,61.59,OWN HOME,",PP"
2250,Consumer,Present,45,Branch Generated,"$2,411.07",18,"$1,704.13",$845.75,Personal Property,$376.97,"$1,222.72",575,153,"$1,000.00","$1,483.72",3/23/2018,$115.00,56.78,58.02,OWN HOME,",PP"
2251,Consumer,Present,31,Counter Solicitation,"$2,936.03",24,"$2,539.67","$2,012.57",Personal Property,$98.07,"$2,110.64",659,266,"$3,000.00","$2,155.64",3/26/2018,$145.00,35.63,37.09,OTHER,",PP"
2253,Sales,New,45,Sales,"$1,796.17",12,$604.98,$604.98,Personal Property,$0.00,$604.98,613,279,"$1,500.00","$1,861.21",3/26/2018,$57.20,41.53,44.72,RENT HOME,Mattress
2254,Consumer,Present,61,Branch Generated,"$2,049.76",21,"$2,298.21",$728.93,Personal Property,"$1,324.10","$2,053.03",605,210,"$1,500.00","$2,098.03",3/27/2018,$145.00,41.22,41.96,OWN HOME,",PP"
2255,Consumer,Present,60,Branch Generated,"$1,376.87",21,"$2,379.13","$1,022.20",Personal Property,"$1,108.48","$2,130.68",672,241,"$3,000.00","$2,175.68",3/27/2018,$150.00,60.64,62.82,RENT HOME,",PP"
2256,Sales,New,62,Sales,"$2,383.33",60,"$4,243.21","$4,243.21",Personal Property,$0.00,"$4,243.21",636,317,"$4,000.00","$4,243.21",3/27/2018,$122.06,29.96,35.08,RENT HOME,MOTORCYCLE
2257,Live Check,Former,30,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",3/28/2018,$125.32,0.00,0.00,RENT HOME,UNSECURED LIVE CHECK LOAN
2258,Consumer,Present,66,Counter Solicitation,"$1,517.15",18,"$2,017.18",$677.14,Personal Property,"$1,127.61","$1,804.75",627,221,"$2,500.00","$1,849.75",3/28/2018,$135.00,23.99,25.97,OTHER,",PP"
2259,Consumer,Present,83,Branch Generated,$706.00,9,$752.44,$508.95,Personal Property,$170.04,$678.99,0,0,"$1,000.00",$723.99,3/30/2018,$96.00,28.47,29.32,OWN HOME,",PP"
2260,Consumer,Present,68,Branch Generated,"$1,889.47",15,"$1,518.33",$458.10,Personal Property,$904.78,"$1,362.88",666,196,"$3,000.00","$1,407.88",3/29/2018,$120.00,56.79,63.14,OWN HOME,",PP"
2261,Consumer,Present,76,Counter Solicitation,"$2,288.41",24,"$2,807.95","$2,000.95",Personal Property,$566.07,"$2,567.02",681,196,"$3,500.00","$2,612.02",3/29/2018,$160.00,57.03,59.21,RENT HOME,",PP"
2262,Consumer,Present,52,Branch Generated,"$1,554.00",18,"$1,938.91","$1,050.06",Personal Property,$683.88,"$1,733.94",610,242,"$2,000.00","$1,778.94",3/29/2018,$130.00,45.30,47.62,OTHER,",PP"
2263,Consumer,Present,64,Branch Generated,"$2,273.52",18,"$1,391.09","$1,031.93",Personal Property,$206.36,"$1,238.29",648,193,"$3,000.00","$1,283.29",3/29/2018,$95.00,54.37,55.24,OTHER,",PP"
2265,Consumer,Present,81,Branch Generated,"$2,118.03",15,"$1,051.67",$573.76,Personal Property,$158.57,$732.33,644,122,"$2,500.00",$993.33,4/3/2018,$85.00,44.33,44.33,BUY HOME,",PP"
2266,Consumer,Present,43,Branch Generated,"$6,166.86",24,"$2,629.10","$1,013.53",Personal Property,$960.41,"$1,973.94",577,156,"$1,000.00","$2,234.94",4/3/2018,$150.00,24.62,25.27,OWN HOME,",PP"
2267,Live Check,Former,39,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,$932.72,4/3/2018,$125.32,0.00,0,RENT APT,UNSECURED LIVE CHECK LOAN
2268,Live Check,Former,27,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,419.94",4/3/2018,$125.32,0.00,0,LIVE WITH PARENTS,UNSECURED LIVE CHECK LOAN
2269,Consumer,Present,75,Branch Generated,"$3,533.13",21,"$2,298.21",$818.30,Personal Property,"$1,268.03","$2,086.33",657,280,"$5,000.00","$2,131.33",4/3/2018,$145.00,26.97,27.54,BUY HOME,",PP"
2270,Consumer,Present,56,Branch Letter,"$1,744.00",24,"$2,897.37","$1,737.27",Personal Property,$652.36,"$2,389.63",623,298,"$2,500.00","$2,650.63",4/3/2018,$165.00,27.52,31.59,OWN HOME,",PP"
2271,Consumer,Present,36,Counter Solicitation,"$3,380.00",24,"$2,253.51","$1,509.57",Personal Property,$203.86,"$1,713.43",619,262,"$1,500.00","$1,902.43",4/3/2018,$129.00,13.61,15.21,OTHER,",PP"
2272,Live Check,Present,76,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,605.69",4/4/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2273,Live Check,Former,54,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/4/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2274,Live Check,Former,46,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/4/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2275,Live Check,Former,61,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/4/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2277,Live Check,Former,24,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/5/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2278,Premier-IB,Former,61,Branch Generated,"$8,335.50",36,"$3,131.68","$3,011.68",Unsecured,$0.00,"$3,011.68",674,195,"$4,000.00","$3,036.68",4/5/2018,$115.00,50.28,51.66,BUY HOME,",UNSECURED"
2279,Live Check,Former,47,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/6/2018,$125.32,0.00,0,,UNSECURED LIVE CHECK LOAN
2280,Live Check,Former,71,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/6/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2281,Consumer,Former,49,Branch Generated,"$1,076.00",30,"$3,076.76","$1,083.37",Personal Property,"$1,435.69","$2,519.06",658,288,"$5,000.00","$2,780.06",4/6/2018,$150.00,47.43,49.72,OWN HOME,",PP"
2282,Consumer,Present,38,Branch Generated,"$2,776.00",36,"$4,169.46","$1,892.77",Personal Property,"$1,448.79","$3,341.56",654,238,"$3,500.00","$3,386.56",4/6/2018,$180.00,52.92,55.08,BUY HOME,",PP"
2283,Consumer,Present,40,Branch Generated,"$1,950.00",21,"$1,767.13",$514.13,Personal Property,$743.92,"$1,258.05",574,164,$500.00,"$1,519.05",4/6/2018,$105.00,42.51,43.03,RENT HOME,",PP"
2284,Consumer,Present,51,Branch Generated,"$5,749.56",36,"$3,509.89","$1,001.45",Personal Property,"$1,573.74","$2,575.19",565,117,$500.00,"$2,836.19",4/10/2018,$152.00,56.60,57.07,OTHER,",PP"
2285,Live Check,Former,66,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/9/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2286,Live Check,Former,26,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/9/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2287,Live Check,Former,25,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/9/2018,$125.32,0.00,0,LIVE WITH PARENTS,UNSECURED LIVE CHECK LOAN
2288,Live Check,Former,57,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/10/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2289,Live Check,Former,67,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/10/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2290,Live Check,Former,56,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/10/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2291,Live Check,Former,39,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/10/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2292,Live Check,Former,72,Live Check,$0.00,30,"$3,620.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$4,609.10",4/11/2018,$175.83,0.00,0,RENT APT,UNSECURED LIVE CHECK LOAN
2293,Consumer,Present,59,Branch Generated,"$1,155.42",18,"$2,111.09",$513.38,Personal Property,"$1,159.31","$1,672.69",578,283,"$1,000.00","$1,948.44",4/12/2018,$141.00,25.36,25.88,OTHER,",PP"
2294,Live Check,Former,47,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/12/2018,$125.32,0.00,0,LIVE WITH PARENTS,UNSECURED LIVE CHECK LOAN
2295,Consumer,Present,67,Branch Generated,"$1,165.00",15,"$1,318.33",$525.77,Personal Property,$510.98,"$1,036.75",646,228,"$1,500.00","$1,133.24",4/12/2018,$105.00,67.04,67.47,OWN HOME,",PP"
2297,Live Check,Former,35,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/13/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2298,Consumer,Present,57,Counter Solicitation,"$1,808.56",24,"$2,539.67","$1,535.34",Personal Property,$359.42,"$1,894.76",556,240,"$1,000.00","$2,155.76",4/13/2018,$145.00,43.24,46.06,OTHER,",PP"
2300,Live Check,Former,28,Live Check,$0.00,18,"$2,370.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$2,275.00",4/16/2018,$163.41,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2301,Live Check,Former,74,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/16/2018,$125.32,0.00,0,OWN HOME,UNSECURED LIVE CHECK LOAN
2302,Consumer,Present,62,Branch Generated,"$2,004.00",30,"$2,658.15","$1,027.20",Personal Property,"$1,317.65","$2,344.85",628,209,"$3,000.00","$2,389.85",4/16/2018,$130.00,59.73,60.83,OWN HOME,",PP"
2303,Consumer,Present,56,Branch Generated,$613.14,18,"$1,688.48",$504.23,Personal Property,$705.13,"$1,209.36",650,373,"$1,000.00","$1,470.36",4/17/2018,$114.00,16.31,18.59,OWN HOME,",PP"
2304,Live Check,Former,35,Live Check,$0.00,15,"$1,060.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,025.00",4/17/2018,$83.68,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2305,Live Check,Former,58,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/17/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2308,Consumer,New,67,Customer Referral,"$1,156.00",9,$703.82,$629.71,Personal Property,$0.00,$629.71,608,228,"$1,500.00",$674.71,4/18/2018,$90.00,42.47,50.26,RENT HOME,",PP"
2309,Live Check,Former,59,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/18/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2310,Live Check,Former,29,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/18/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2311,Live Check,Former,67,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/19/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2312,Live Check,Former,61,Live Check,$0.00,18,"$2,370.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$2,275.00",4/19/2018,$163.41,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2313,Consumer,Present,54,Branch Generated,"$1,616.96",24,"$2,271.40",$807.42,Personal Property,$849.85,"$1,657.27",649,204,"$3,500.00","$1,918.27",4/20/2018,$130.00,42.49,50.53,OWN HOME,",PP"
2314,Consumer,Present,53,Counter Solicitation,"$2,816.80",24,"$2,486.02","$1,011.59",Personal Property,$835.67,"$1,847.26",687,310,"$7,000.00","$2,108.26",4/20/2018,$142.00,30.23,35.27,OWN HOME,",PP"
2315,Sales,New,20,Sales,"$1,213.33",48,"$3,648.33","$3,648.33",Part Sec PRI MV,$0.00,"$3,648.33",0,299,"$3,000.00","$3,648.33",4/20/2018,$118.94,37.09,46.89,RENT HOME,MOTORCYCLE
2316,Consumer,Former,67,Branch Generated,$770.00,18,"$1,375.44","$1,008.20",Personal Property,$0.00,"$1,008.20",643,317,"$1,000.00","$1,269.20",4/20/2018,$94.00,0.00,12.21,OTHER,",PP"
2317,Consumer,New,23,Customer Referral,"$1,057.31",9,$869.65,$534.73,Personal Property,$0.00,$534.73,575,339,$500.00,$795.73,4/20/2018,$110.00,3.03,13.43,RENT HOME,",PP"
2318,Live Check,Former,43,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/23/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2320,Consumer,Present,39,Branch Letter/Telephoned Spc Solic,"$1,917.50",24,"$3,344.50","$1,437.82",Personal Property,"$1,313.45","$2,751.27",622,213,"$3,000.00","$2,868.27",4/24/2018,$190.00,47.72,57.63,OWN HOME,",PP"
2321,Consumer,New,60,Walk In,"$4,025.49",21,"$2,053.09","$1,500.77",Personal Property,$0.00,"$1,500.77",659,286,"$5,000.00","$1,761.77",4/24/2018,$121.00,27.50,30.51,OWN HOME,",PP"
2322,Consumer,Former,44,Branch Generated,"$1,563.97",24,"$2,897.37","$1,694.72",Motor Vehicle&Personal Property,$0.00,"$1,694.72",601,273,"$1,500.00","$1,970.72",4/25/2018,$165.00,0.00,10.55,OWN HOME,"2004 GMC LIGHT DUTY VIN: 1GKDT13S142416472 ,MV + PP"
2323,Consumer,Present,57,Counter Solicitation,$911.60,24,"$2,450.25","$1,025.95",Personal Property,$940.86,"$1,966.81",643,274,"$1,000.00","$2,227.81",4/25/2018,$140.00,30.82,35.21,OWN HOME,",PP"
2324,Consumer,Present,50,Branch Generated,"$1,018.00",15,"$1,585.00",$531.65,Personal Property,$892.02,"$1,423.67",643,361,"$6,000.00","$1,468.67",4/25/2018,$125.00,12.77,13.75,RENT HOME,",PP"
2325,Sales,New,51,Sales,"$6,000.00",36,"$3,971.96","$3,971.96",Personal Property,$0.00,"$3,971.96",643,248,"$4,000.00","$3,971.96",4/30/2018,$155.83,30.48,33.08,BUY HOME,MOTORCYCLE
2327,Consumer,Present,57,Branch Generated,"$3,730.22",21,"$2,460.06","$1,525.81",Personal Property,$328.04,"$1,853.85",581,142,"$1,000.00","$2,114.85",4/26/2018,$155.00,9.38,11.13,BUY HOME,",PP"
2328,Consumer,Present,38,Branch Generated,"$2,326.67",15,"$1,398.33",$201.90,Personal Property,$835.73,"$1,037.63",534,84,$500.00,"$1,298.63",4/27/2018,$111.00,45.64,46.33,RENT HOME,",PP"
2330,Sales,New,39,Sales,"$6,153.33",36,"$2,978.90","$2,978.90",Personal Property,$0.00,"$2,978.90",601,161,"$1,500.00","$2,980.86",4/26/2018,$116.87,45.47,47.37,OWN HOME,Galaxy 16 Tan Bed
2331,Sales,New,59,Sales,"$2,800.00",48,"$5,000.00","$5,000.00",Motor Vehicle,$0.00,"$5,000.00",694,260,"$5,000.00","$5,003.29",4/26/2018,$163.00,24.75,30.57,OWN HOME,MOTORCYCLE
2333,Live Check,Former,65,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/30/2018,$125.32,0.00,0,,UNSECURED LIVE CHECK LOAN
2332,Sales,New,62,Sales,"$2,866.67",36,"$3,348.90","$3,348.90",Personal Property,$0.00,"$3,348.90",654,316,"$5,000.00","$3,362.11",5/18/2018,$131.38,2.44,7.02,OTHER,Embrace Spa
2335,Sales,New,24,Sales,"$2,800.00",60,"$7,419.83","$7,419.83",Personal Property,$0.00,"$7,419.83",639,381,"$5,000.00","$7,316.19",5/1/2018,$213.45,58.93,66.55,BUY HOME,ATV
2336,Consumer,Present,66,Branch Generated,"$2,170.00",24,"$2,360.82",$742.34,Personal Property,"$1,355.78","$2,098.12",607,167,"$1,500.00","$2,143.12",5/3/2018,$135.00,26.68,27.6,OWN HOME,",PP"
2337,Consumer,Present,79,Counter Solicitation,"$1,227.00",24,"$2,539.67",$511.98,Personal Property,"$1,796.83","$2,308.81",670,266,"$5,000.00","$2,353.81",5/3/2018,$145.00,40.42,40.75,OWN HOME,",PP"
2338,Consumer,Present,49,Branch Generated,"$1,254.04",21,"$2,217.29","$1,152.40",Motor Vehicle&Personal Property,$387.23,"$1,539.63",517,183,"$1,000.00","$1,800.63",5/3/2018,$140.00,41.63,44.42,OTHER,"2002 DODGE VIN: 2B3HD46R62H213250 ,MV + PP"
2339,Consumer,Present,66,Branch Generated,"$1,421.87",24,"$2,825.83",$773.69,Personal Property,"$1,548.16","$2,321.85",654,250,"$3,000.00","$2,582.85",5/3/2018,$161.00,38.33,49.65,,",PP"
2340,Consumer,Present,24,Branch Generated,$778.00,24,"$2,181.97",$990.64,Personal Property,$938.18,"$1,928.82",658,282,"$1,000.00","$1,977.41",5/3/2018,$125.00,44.34,31.49,LIVE WITH PARENTS,",PP"
2341,Sales,New,53,Sales,"$2,136.33",18,$974.99,$974.99,Personal Property,$0.00,$974.99,585,195,"$1,000.00",$974.99,5/3/2018,$65.02,23.73,26.78,RENT HOME,Sofa
2342,Live Check,Former,33,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",5/4/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2343,Consumer,Present,64,Branch Generated,"$1,284.00",30,"$3,306.99","$1,773.31",Motor Vehicle&Personal Property,$879.35,"$2,652.66",644,232,"$3,000.00","$2,856.66",5/4/2018,$161.00,70.25,65.81,OWN HOME,"2001 NISSAN VIN: 1N6DD26S11C377816 ,MV + PP"
2344,Sales,New,45,Sales,"$2,785.21",18,"$1,650.00","$1,650.00",Personal Property,$0.00,"$1,650.00",643,165,"$3,000.00","$1,650.00",5/4/2018,$110.05,52.53,56.48,BUY HOME,Freeflow Spa
2345,Consumer,Present,67,Branch Generated,"$2,203.25",18,"$2,111.09","$1,506.40",Personal Property,$167.32,"$1,673.72",580,263,"$1,500.00","$1,934.72",5/8/2018,$141.00,33.63,35.77,OWN HOME,",PP"
2347,Consumer,Present,91,Branch Generated,$0.00,15,"$1,251.67","$1,032.15",Personal Property,$100.27,"$1,132.42",631,281,$0.00,"$1,178.22",5/7/2018,$100.00,75.34,69.06,,",PP"
2348,Consumer,Former,78,Branch Generated,"$2,380.95",15,"$1,651.67","$1,284.71",Personal Property,$0.00,"$1,284.71",732,350,"$10,000.00","$1,545.71",5/7/2018,$130.00,26.63,32.09,OWN HOME,",PP"
2349,Sales,New,62,Sales,"$1,836.00",18,$604.99,$604.99,Personal Property,$0.00,$604.99,651,279,"$3,000.00",$605.39,5/7/2018,$40.35,40.41,42.61,RENT HOME,Corsicana Queen Mattress/Box Set
2350,Consumer,Present,57,Branch Generated,"$2,023.63",21,"$2,460.06","$1,024.82",Personal Property,$828.91,"$1,853.73",642,362,"$6,000.00","$2,114.73",5/7/2018,$155.00,11.71,14.43,RENT HOME,",PP"
2351,Live Check,Former,62,Live Check,$0.00,18,"$2,370.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$2,275.00",5/8/2018,$163.41,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2352,Live Check,Former,63,Live Check,$0.00,15,"$1,590.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$1,525.00",5/8/2018,$125.32,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2353,Live Check,Former,64,Live Check,$0.00,18,"$2,370.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$2,275.00",5/8/2018,$163.41,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2354,Consumer,Present,59,Branch Generated,$734.00,24,"$2,271.40","$1,046.86",Personal Property,$858.70,"$1,905.56",671,279,"$1,000.00","$2,058.56",5/10/2018,$130.00,34.74,38.83,OWN HOME,",PP"
2355,Consumer,Present,41,Counter Solicitation,$740.00,18,"$1,907.61",$502.94,Personal Property,$986.68,"$1,489.62",517,238,$500.00,"$1,750.62",5/8/2018,$128.00,15.54,17.3,LIVE WITH PARENTS,",PP"
2356,Live Check,Former,37,Live Check,$0.00,18,"$2,370.00",$0.00,Unsecured,$0.00,$0.00,0,0,$0.00,"$2,275.00",5/9/2018,$163.41,0.00,0,RENT HOME,UNSECURED LIVE CHECK LOAN
2357,Consumer,Present,71,Branch Generated,"$1,014.00",15,"$1,651.67",$522.86,Personal Property,$961.48,"$1,484.34",641,373,"$1,500.00","$1,529.34",5/9/2018,$130.00,10.85,12.82,RENT HOME,",PP"
2361,Consumer,Present,39,Branch Generated,"$4,026.62",24,"$2,271.40","$1,134.88",Personal Property,$522.28,"$1,657.16",547,121,$0.00,"$1,933.10",5/10/2018,$130.00,48.70,51.93,RENT HOME,",PP"
2362,Consumer,Present,34,Branch Generated,"$2,959.04",24,"$3,165.65","$1,513.19",Personal Property,$935.60,"$2,448.79",620,242,"$3,000.00","$2,709.79",5/11/2018,$180.00,5.14,11.22,OWN HOME,",PP"
2363,Consumer,New,48,Internet,"$3,621.57",15,"$1,785.00","$1,518.41",Personal Property,$0.00,"$1,518.41",508,159,$500.00,"$1,563.41",5/10/2018,$140.00,47.30,51.17,BUY HOME,",PP"
2364,Consumer,Present,25,Branch Generated,"$2,162.79",18,"$1,625.87",$941.28,Personal Property,$214.23,"$1,155.51",624,305,"$2,000.00",$207.37,5/11/2018,$110.00,30.33,31.07,RENT HOME,",PP"
2365,Sales,New,20,Sales,"$2,100.00",24,"$1,700.00","$1,700.00",Personal Property,$0.00,"$1,700.00",688,329,"$2,000.00","$1,704.08",5/10/2018,$88.12,22.81,27.01,OTHER,wheel kit
2367,Consumer,Present,59,Counter Solicitation,"$1,433.31",36,"$4,310.80","$1,000.29",Personal Property,"$2,351.00","$3,351.29",677,277,"$5,000.00","$3,504.29",5/11/2018,$186.00,38.02,39.84,LIVE WITH PARENTS,",PP"
