AcctNo,Loan Type,Customer Type,Age,Source Code,Total Income,Term,Balance,Net Due,Security Code,Bal after Ref,Net Due Renewed,FICO,BNI,CR Limit,Agg Net Bal,Date Opened,PI Constant,Debt Ratio,After Debt Ratio,Housing Type,Collateral Description
1682,Consumer,Former,21,Prescreen Offer,$935.74,9,$582.47,$517.69,Personal Property,$0.00,$517.69,681,321,$500.00,$490.62,11/6/2017,$75.00,29.82,37.83,LIVE WITH PARENTS,",PP"
1683,Consumer,Present,61,Branch Generated,$735.00,15,"$1,118.33",$674.88,Personal Property,$323.68,$998.56,570,319,"$1,000.00","$1,043.56",11/6/2017,$90.00,44.22,46.26,RENT APT,",PP"
1684,Sales,New,21,Sales,"$1,900.00",48,"$4,999.68","$4,999.68",Personal Property,$0.00,"$4,999.68",652,327,"$4,500.00","$4,999.68",11/6/2017,$162.99,23.63,32.21,LIVE WITH PARENTS,MOTORCYCLE
1685,Live Check,New,59,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/7/2017,$152.65,0,0,BUY HOME,UNSECURED LIVE CHECK LOAN
1686,Consumer,Present,73,Branch Generated,"$2,327.83",18,"$1,860.65","$1,039.26",Personal Property,$646.04,"$1,685.30",581,281,"$1,500.00","$1,730.30",11/7/2017,$125.00,19.25,19.67,BUY HOME,",PP"
1687,Live Check,New,48,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/7/2017,$152.65,0,0,,UNSECURED LIVE CHECK LOAN
1688,Live Check,New,66,Live Check Prospect,$0.00,15,"$1,588.94",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$1,524.00",11/7/2017,$125.28,0,0,,UNSECURED LIVE CHECK LOAN
1689,Live Check,New,61,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1690,Live Check,New,59,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1691,Live Check,New,23,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$874.14,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1692,Live Check,New,50,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1693,Live Check,New,62,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1695,Live Check,New,68,Live Check Prospect,$0.00,15,"$1,588.94",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$1,524.00",11/7/2017,$125.28,0,0,,UNSECURED LIVE CHECK LOAN
1696,Consumer,Present,55,Branch Generated,$802.49,12,"$1,024.09",$506.07,Personal Property,$371.00,$877.07,0,346,$500.00,$922.07,11/7/2017,$100.00,0,12.46,OWN HOME,",PP"
1697,Live Check,New,41,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1699,Live Check,New,42,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1701,Live Check,New,49,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1702,Live Check,New,75,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1704,Consumer,Former,65,Branch Generated,$817.00,9,$582.47,$521.07,Personal Property,$0.00,$521.07,530,164,$500.00,$566.07,11/29/2017,$75.00,84.82,94,RENT HOME,",PP"
1705,Live Check,New,62,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1706,Live Check,New,71,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1707,Live Check,New,52,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/7/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1708,Live Check,New,54,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/8/2017,$152.65,0,0,,UNSECURED LIVE CHECK LOAN
1709,Live Check,New,66,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,003.41",11/8/2017,$152.65,0,0,,UNSECURED LIVE CHECK LOAN
1710,Live Check,New,68,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/8/2017,$152.65,0,0,,UNSECURED LIVE CHECK LOAN
1711,Live Check,New,70,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/8/2017,$152.65,0,0,,UNSECURED LIVE CHECK LOAN
1712,Live Check,New,66,Live Check Prospect,$0.00,15,"$1,588.94",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$1,524.00",11/8/2017,$125.28,0,0,,UNSECURED LIVE CHECK LOAN
1713,Live Check,New,46,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/8/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1714,Live Check,New,60,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/8/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1715,Live Check,New,64,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/8/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1716,Live Check,New,31,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/8/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1717,Live Check,New,29,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/8/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1718,Live Check,New,30,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/8/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1719,Live Check,New,76,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$1,654.49",11/8/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1720,Consumer,Present,55,Branch Generated,"$3,000.00",18,"$1,798.04","$1,009.81",Personal Property,$595.56,"$1,605.37",615,170,"$1,500.00","$1,650.37",11/20/2017,$121.00,47.17,47.53,OWN HOME,",PP"
1721,Consumer,Present,60,Counter Solicitation,$574.00,12,"$1,045.91",$505.77,Personal Property,$324.71,$830.48,0,322,"$1,000.00",$983.48,11/20/2017,$102.00,15.68,17.77,RENT HOME,",PP"
1723,Consumer,Present,38,Branch Generated,"$1,072.56",12,"$1,351.36",$510.78,Personal Property,$581.84,"$1,092.62",590,304,"$1,000.00","$1,209.62",11/9/2017,$130.00,64.71,64.71,OTHER,",PP"
1724,Consumer,Present,62,Counter Solicitation,$0.00,12,$751.36,$293.18,Personal Property,$375.30,$668.48,544,326,$500.00,$713.48,11/20/2017,$75.00,0,0,RENT HOME,",PP"
1725,Live Check,New,33,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/9/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1726,Consumer,Present,67,Branch Generated,"$4,200.00",12,"$1,296.82",$478.71,Personal Property,$689.68,"$1,168.39",594,220,"$1,000.00","$1,213.39",11/21/2017,$125.00,31.17,31.64,,",PP"
1727,Live Check,New,58,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/9/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1728,Sales,New,48,Sales,"$2,100.00",18,"$1,200.00","$1,200.00",Personal Property,$0.00,"$1,200.00",582,262,"$1,000.00","$1,200.00",11/27/2017,$80.03,23.81,27.62,BUY HOME,Beds
1729,Live Check,New,82,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.49,11/9/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1730,Live Check,New,47,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/9/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1731,Sales,New,35,Sales,"$2,500.00",24,"$1,967.98","$1,967.98",Personal Property,$0.00,"$1,967.98",671,237,"$2,000.00","$1,967.98",11/16/2017,$104.03,69.56,73.72,BUY HOME,"Sectional, Loveseat & Ottoman"
1732,Live Check,New,75,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/9/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1733,Live Check,New,52,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.49,11/9/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1734,Sales,New,52,Sales,"$3,000.00",48,"$7,500.00","$7,500.00",Personal Property,$0.00,"$7,500.00",647,144,"$7,500.00","$7,504.93",11/9/2017,$244.51,62.63,70.78,OWN HOME,HONDA ATV
1735,Consumer,New,50,Prospect List/Mailer,"$1,343.38",9,$590.56,$502.60,Personal Property,$0.00,$502.60,775,327,"$1,500.00",$547.60,11/20/2017,$76.00,33.87,39.53,OWN HOME,",PP"
1736,Consumer,Present,60,Branch Generated,"$2,082.99",12,"$1,133.18",$704.47,Personal Property,$267.69,$972.16,583,229,"$1,000.00","$1,017.16",11/20/2017,$110.00,20.31,21.51,OWN HOME,",PP"
1737,Consumer,Present,61,Branch Generated,"$1,170.00",18,"$1,860.65","$1,005.31",Personal Property,$566.68,"$1,571.99",665,300,"$2,500.00","$1,616.99",11/20/2017,$125.00,21.11,24.1,OTHER,",PP"
1738,Consumer,Present,55,Branch Generated,$735.00,15,"$1,451.67",$198.12,Personal Property,"$1,103.12","$1,301.24",548,188,"$1,000.00","$1,346.24",11/20/2017,$115.00,55.92,55.24,RENT APT,",PP"
1739,Consumer,Present,66,Branch Generated,"$1,427.00",24,"$2,271.40",$262.09,Personal Property,"$1,788.63","$2,050.72",624,261,"$2,000.00","$2,095.72",11/10/2017,$130.00,65.38,65.73,OWN HOME,",PP"
1740,Live Check,New,65,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/10/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1741,Live Check,New,23,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/10/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1742,Live Check,New,39,Live Check Prospect,$0.00,15,"$1,588.94",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$1,524.00",11/10/2017,$125.28,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1743,Live Check,New,56,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/10/2017,$152.65,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1744,Sales,New,33,Sales,"$1,800.00",18,$964.98,$964.98,Personal Property,$0.00,$964.98,0,325,"$1,000.00",$964.98,11/10/2017,$64.36,0,3.58,OTHER,bed room
1745,Live Check,New,58,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/10/2017,$152.65,0,0,,UNSECURED LIVE CHECK LOAN
1746,Live Check,New,41,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/10/2017,$152.65,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1747,Consumer,Present,77,Branch Generated,"$4,000.00",21,"$2,379.13",$999.58,Personal Property,"$1,165.00","$2,164.58",643,257,"$2,000.00","$2,209.58",11/10/2017,$150.00,34.9,35.78,BUY HOME,",PP"
1749,Sales,New,30,Sales,"$4,500.00",24,"$2,000.00","$2,000.00",Personal Property,$0.00,"$2,000.00",552,151,"$2,000.00","$2,000.00",11/21/2017,$105.73,22.64,24.99,RENT HOME,Furniture
1750,Consumer,Former,67,Branch Generated,"$2,071.00",15,"$1,185.00","$1,058.50",Personal Property,$0.00,"$1,058.50",615,304,"$1,500.00","$1,019.08",11/14/2017,$95.00,4.68,9.27,OWN HOME,",PP"
1751,Live Check,New,43,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/13/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1752,Live Check,New,45,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/13/2017,$152.65,0,0,,UNSECURED LIVE CHECK LOAN
1753,Live Check,New,22,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/13/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1754,Consumer,Present,53,Branch Generated,"$1,030.00",15,"$1,518.33",$509.99,Personal Property,$852.08,"$1,362.07",584,289,"$1,500.00","$1,407.07",11/20/2017,$120.00,57.96,57.96,OWN MH / OWN LAND,",PP"
1755,Consumer,Former,59,Branch Letter,"$1,133.42",15,"$1,718.33","$1,544.00",Personal Property,$0.00,"$1,544.00",582,274,"$1,000.00","$1,604.48",11/13/2017,$135.00,23.82,35.73,OTHER,",PP"
1757,Consumer,Present,72,Branch Generated,"$1,594.00",15,"$1,451.67",$810.84,Personal Property,$505.79,"$1,316.63",617,234,"$1,500.00","$1,361.63",11/13/2017,$115.00,41.97,44.48,OWN HOME,",PP"
1758,Consumer,Present,66,Branch Generated,"$2,092.00",15,"$1,718.33",$505.82,Personal Property,"$1,038.63","$1,544.45",559,217,$500.00,"$1,589.45",11/27/2017,$135.00,34.23,36.14,RENT HOME,",PP"
1759,Consumer,Present,65,Branch Generated,"$2,566.83",18,"$1,641.52","$1,352.85",Personal Property,$111.00,"$1,463.85",654,168,"$2,500.00","$1,508.85",11/20/2017,$111.00,56.65,60.97,OWN HOME,",PP"
1760,Consumer,Present,30,Branch Generated,$902.56,15,"$1,078.33",$539.36,Personal Property,$314.03,$853.39,615,301,$500.00,"$1,006.39",11/20/2017,$87.00,52.41,55.4,RENT HOME,",PP"
1761,Consumer,Present,67,Branch Generated,"$1,059.00",24,"$3,165.65","$1,028.10",Personal Property,"$1,829.30","$2,857.40",650,294,"$3,000.00","$2,902.40",11/21/2017,$180.00,32.11,49.1,RENT HOME,",PP"
1762,Live Check,New,69,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/14/2017,$152.65,0,0,,UNSECURED LIVE CHECK LOAN
1763,Live Check,New,68,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/14/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1764,Live Check,New,47,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/14/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1765,Consumer,New,41,Customer Referral,$735.00,9,$582.47,$517.69,Personal Property,$0.00,$517.69,580,355,$500.00,$562.69,11/14/2017,$75.00,34.01,44.22,BUY HOME,",PP"
1766,Consumer,Present,47,Branch Generated,"$1,206.83",18,"$1,704.13",$667.62,Personal Property,$852.85,"$1,520.47",580,184,"$1,000.00","$1,565.47",11/20/2017,$115.00,15.08,17.15,RENT APT,",PP"
1767,Consumer,Present,67,Branch Generated,$646.00,18,"$1,704.13",$685.67,Personal Property,$834.80,"$1,520.47",626,194,$500.00,"$1,565.47",11/20/2017,$115.00,39.94,39.94,OTHER,",PP"
1768,Consumer,Present,65,Counter Solicitation,"$1,454.16",18,"$1,938.91","$1,031.41",Personal Property,$701.33,"$1,732.74",581,152,"$1,000.00","$1,777.74",11/20/2017,$130.00,46.21,48.28,OWN HOME,",PP"
1769,Live Check,New,48,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/15/2017,$152.65,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1770,Live Check,New,57,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/15/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1771,Live Check,New,72,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/15/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1772,Live Check,New,38,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/15/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1773,Consumer,Present,52,Branch Generated,$735.00,15,"$1,651.67",$826.48,Personal Property,$656.83,"$1,483.31",547,166,$500.00,"$1,528.31",11/20/2017,$130.00,54.83,56.19,RENT HOME,",PP"
1774,Consumer,Present,71,Branch Generated,"$6,654.67",15,"$1,945.00",$504.25,Personal Property,"$1,266.62","$1,770.87",665,122,"$1,500.00","$1,815.87",11/15/2017,$152.00,53.09,53.5,,",PP"
1775,Consumer,Former,56,Branch Generated,$690.00,12,$646.96,$572.78,Personal Property,$0.00,$572.78,559,301,$500.00,$617.78,11/20/2017,$65.00,13.62,23.04,OWN HOME,",PP"
1776,Consumer,Present,72,Prescreen Offer,$708.00,12,"$1,187.73",$760.13,Personal Property,$317.68,"$1,077.81",666,277,$500.00,"$1,122.81",11/20/2017,$115.00,20.48,26.13,OWN HOME,",PP"
1778,Live Check,New,76,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/16/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1780,Live Check,New,54,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/16/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1781,Consumer,New,68,Prospect List/Mailer,$894.00,9,$582.47,$517.45,Personal Property,$0.00,$517.45,617,217,$500.00,$562.45,11/27/2017,$75.00,50.45,58.84,OTHER,",PP"
1783,Live Check,New,94,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/16/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1784,Consumer,Present,30,Branch Generated,"$2,250.33",12,"$1,024.09",$516.11,Personal Property,$410.45,$926.56,605,173,"$1,000.00",$971.56,11/20/2017,$100.00,36.53,37.42,OTHER,",PP"
1785,Consumer,Present,35,Branch Generated,"$1,408.33",12,"$1,296.82",$515.00,Personal Property,$663.65,"$1,178.65",557,297,"$1,000.00","$1,223.65",11/20/2017,$125.00,67.53,68.73,RENT HOME,",PP"
1786,Consumer,Former,64,Counter Solicitation,"$1,292.00",12,"$1,078.64",$508.19,Personal Property,$469.87,$978.06,650,183,"$1,500.00","$1,023.06",11/29/2017,$105.00,55.57,57.89,OWN MH / RENT LAND,",PP"
1787,Live Check,New,30,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/17/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1788,Consumer,Present,69,Branch Generated,"$3,851.33",18,"$2,017.18",$412.94,Personal Property,"$1,390.57","$1,803.51",634,183,"$1,000.00","$1,848.51",11/20/2017,$135.00,53.67,51.18,RENT HOME,",PP"
1789,Consumer,Present,71,Branch Generated,"$3,015.06",12,$915.00,$501.96,Personal Property,$323.77,$825.73,480,106,$0.00,$0.00,11/20/2017,$90.00,55.16,54.46,,",PP"
1792,Consumer,Present,66,Branch Generated,"$2,368.73",18,"$1,782.39",$553.98,Personal Property,"$1,058.34","$1,612.32",546,136,$500.00,"$1,657.32",11/20/2017,$120.00,51.25,52.73,OWN HOME,",PP"
1793,Consumer,Present,47,Branch Generated,"$1,880.50",18,"$1,704.13",$507.34,Personal Property,"$1,013.21","$1,520.55",528,193,$500.00,"$1,565.55",11/21/2017,$115.00,24.94,25.74,LIVE WITH PARENTS,",PP"
1794,Live Check,New,66,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/20/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1795,Consumer,Present,37,Counter Solicitation,"$2,218.46",18,"$1,938.91",$649.42,Personal Property,$881.72,"$1,531.14",572,176,$500.00,"$1,684.14",11/20/2017,$130.00,45.89,46.56,RENT HOME,",PP"
1796,Live Check,New,48,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/20/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1797,Consumer,Present,57,Branch Generated,$735.00,18,"$1,860.65",$431.72,Personal Property,"$1,230.27","$1,661.99",543,213,$500.00,"$1,706.99",11/20/2017,$125.00,25.17,26.53,,",PP"
1799,Live Check,New,59,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/20/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1800,Consumer,Present,67,Counter Solicitation,"$1,107.00",21,"$2,035.21",$807.91,Personal Property,$999.19,"$1,807.10",618,205,"$1,000.00","$1,852.10",11/20/2017,$120.00,41.92,42.37,LIVE WITH PARENTS,",PP"
1801,Consumer,Present,65,Branch Generated,$934.00,15,"$1,251.67",$504.25,Personal Property,$614.93,"$1,119.18",588,262,$500.00,"$1,164.18",11/20/2017,$100.00,47.54,58.24,RENT HOME,",PP"
1802,Consumer,Present,59,Branch Generated,"$1,406.17",15,"$1,518.33","$1,230.93",Personal Property,$131.00,"$1,361.93",655,297,"$2,500.00","$1,406.93",11/20/2017,$120.00,28.73,37.26,LIVE WITH PARENTS,",PP"
1803,Consumer,Present,36,Branch Generated,"$2,167.44",15,"$1,585.00","$1,001.82",Personal Property,$350.66,"$1,352.48",579,153,"$1,000.00","$1,397.48",11/20/2017,$125.00,13.29,15.36,RENT HOME,",PP"
1804,Consumer,Present,70,Counter Solicitation,$672.00,18,"$1,469.35",$461.03,Personal Property,$847.16,"$1,308.19",641,361,$500.00,"$1,353.19",11/20/2017,$100.00,12.65,14.88,OWN HOME,",PP"
1805,Consumer,Present,33,Branch Generated,$757.00,21,"$2,217.29",$663.70,Personal Property,"$1,311.52","$1,975.22",623,251,$500.00,"$2,020.22",11/20/2017,$140.00,49.8,52.44,OTHER,",PP"
1806,Consumer,Present,72,Branch Generated,"$4,042.08",15,"$1,518.33","$1,158.02",Personal Property,$218.92,"$1,376.94",649,159,"$2,500.00","$1,421.94",11/20/2017,$120.00,32.01,34.98,BUY HOME,",PP"
1807,Consumer,Present,59,Branch Generated,$663.00,15,"$1,651.67",$543.86,Personal Property,$939.45,"$1,483.31",604,288,$500.00,"$1,528.31",11/20/2017,$130.00,69.23,69.23,OTHER,",PP"
1808,Consumer,Present,61,Branch Generated,"$1,103.00",15,"$1,385.00",$555.77,Personal Property,$684.78,"$1,240.55",582,282,"$1,000.00","$1,285.55",11/20/2017,$110.00,55.21,57.03,OWN HOME,",PP"
1809,Consumer,Present,64,Counter Solicitation,"$1,214.00",15,"$1,278.33",$503.99,Personal Property,$639.46,"$1,143.45",643,265,"$1,500.00","$1,188.45",11/20/2017,$102.00,50.33,50.91,OWN HOME,",PP"
1810,Consumer,Present,79,Branch Generated,"$1,310.00",18,"$1,625.87","$1,018.33",Personal Property,$450.65,"$1,468.98",652,335,"$3,000.00","$1,513.98",11/20/2017,$110.00,6.49,8.4,OWN HOME,",PP"
1811,Consumer,Present,51,Branch Generated,"$1,733.33",24,"$2,468.13",$514.85,Personal Property,"$1,530.99","$2,045.84",604,162,"$2,000.00","$2,090.84",11/20/2017,$141.00,38.22,35.97,RENT HOME,",PP"
1812,Consumer,Former,54,Branch Generated,"$3,651.74",15,"$1,185.00","$1,005.19",Personal Property,$0.00,"$1,005.19",529,138,$500.00,"$1,050.19",11/20/2017,$95.00,39.19,41.79,BUY HOME,",PP"
1814,Consumer,Present,48,Branch Generated,$735.00,15,"$1,518.33",$544.61,Personal Property,$832.40,"$1,377.01",576,370,$500.00,"$1,422.01",11/21/2017,$120.00,17.69,34.01,LIVE WITH PARENTS,",PP"
1815,Sales,New,56,Sales,"$3,708.00",24,"$1,504.99","$1,504.99",Personal Property,$0.00,"$1,504.99",552,248,$500.00,"$1,504.99",11/21/2017,$79.56,9.09,11.23,RENT HOME,Ashley Gray Sectional
1816,Consumer,Present,47,Branch Generated,$975.00,15,"$1,385.00",$544.52,Personal Property,$526.39,"$1,070.91",471,223,$500.00,"$1,223.91",11/21/2017,$110.00,52.62,52.1,OWN HOME,",PP"
1817,Consumer,Present,52,Branch Generated,"$2,112.50",12,"$1,264.09","$1,000.95",Personal Property,$87.00,"$1,087.95",584,288,"$1,000.00",$0.00,11/20/2017,$122.00,3.64,9.42,BUY HOME,",PP"
1818,Consumer,Present,70,Branch Generated,$735.00,15,$785.00,$283.81,Personal Property,$418.43,$702.24,628,308,$500.00,$747.24,11/20/2017,$65.00,7.48,16.33,LIVE WITH PARENTS,",PP"
1819,Consumer,Present,60,Branch Generated,$944.00,18,"$1,625.87",$657.56,Personal Property,$792.22,"$1,449.78",573,282,$500.00,"$1,494.78",11/21/2017,$110.00,37.92,40.57,RENT HOME,",PP"
1820,Consumer,Present,60,Counter Solicitation,"$1,515.00",18,"$1,469.35",$519.55,Personal Property,$788.70,"$1,308.25",541,293,$500.00,"$1,353.25",11/21/2017,$100.00,63.1,63.7,,",PP"
